,last_update,timestamp,tests_performed,abbreviation_canton,name_canton,number_canton,lat,long,total_positive_cases,total_currently_positive_cases,new_hosp,total_hospitalized,intensive_care,total_currently_positive_per_100k,deaths_per_100k,released,ncumul_ICU_intub,deaths,ncumul_vent,ncumul_confirmed_non_resident,current_hosp_non_resident,current_isolated,current_quarantined,TotalPosTests1,ninst_ICU_intub,ncumul_ICF,new_positive_cases,new_deaths,source,doubling_time_total_positive,doubling_time_fatalities
1029,2020-05-28 22:04:47,2020-04-16 10:30:00,,LU,Luzern,03,47.067763,8.1102,599,599,-6,40,3,147.36,3.198,,0,13,,,,,,,,,3,1,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,65.218747,13.209634
1056,2020-05-28 22:04:47,2020-04-17 09:00:00,,LU,Luzern,03,47.067763,8.1102,607,607,0,40,3,149.32,3.444,,0,14,,,,,,,,,8,1,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,66.113338,10.300214
1081,2020-05-28 22:04:47,2020-04-18 10:30:00,,LU,Luzern,03,47.067763,8.1102,623,623,-14,26,4,153.26,3.69,,0,15,,,,,,,,,16,1,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,48.45935,8.547556
1106,2020-05-28 22:04:47,2020-04-19 09:00:00,,LU,Luzern,03,47.067763,8.1102,626,626,0,26,4,154.0,3.69,,0,15,,,,,,,,,3,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,56.886042,11.174209
1132,2020-05-28 22:04:47,2020-04-20 09:00:00,,LU,Luzern,03,47.067763,8.1102,633,633,7,33,5,155.72,3.69,,0,15,,,,,,,,,7,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,57.541923,15.531419
1159,2020-05-28 22:04:47,2020-04-21 10:00:00,,LU,Luzern,03,47.067763,8.1102,643,643,2,35,5,158.18,3.69,,0,15,,,,,,,,,10,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,48.893666,24.218836
1186,2020-05-28 22:04:47,2020-04-22 09:00:00,,LU,Luzern,03,47.067763,8.1102,648,648,0,35,5,159.41,3.69,,0,15,,,,,,,,,5,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,53.023789,50.233246
1213,2020-05-28 22:04:47,2020-04-23 09:00:00,,LU,Luzern,03,47.067763,8.1102,654,654,0,38,7,160.89,3.69,,0,15,,,,,,,,,6,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,71.368955,
1240,2020-05-28 22:04:47,2020-04-24 09:00:00,,LU,Luzern,03,47.067763,8.1102,660,660,0,38,7,162.36,3.936,,0,16,,,,,,,,,6,1,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,65.527908,53.700268
1265,2020-05-28 22:04:47,2020-04-25 10:00:00,,LU,Luzern,03,47.067763,8.1102,667,667,0,32,8,164.08,3.936,,0,16,,,,,,,,,7,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,66.241606,53.700268
1288,2020-05-28 22:04:47,2020-04-26 10:00:00,,LU,Luzern,03,47.067763,8.1102,670,670,-6,26,7,164.82,3.936,,0,16,,,,,,,,,3,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,84.256847,53.700268
1314,2020-05-28 22:04:47,2020-04-27 10:00:00,,LU,Luzern,03,47.067763,8.1102,674,674,6,32,7,165.81,3.936,,0,16,,,,,,,,,4,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,88.098309,53.700268
1341,2020-05-28 22:04:47,2020-04-28 01:00:00,,LU,Luzern,03,47.067763,8.1102,677,677,-3,29,7,166.54,4.182,,0,17,,,,,,,,,3,1,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,100.270333,27.689748
1368,2020-05-28 22:04:47,2020-04-29 01:00:00,,LU,Luzern,03,47.067763,8.1102,687,687,2,31,8,169.0,4.182,,0,17,,,,,,,,,10,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,86.439277,57.167134
1395,2020-05-28 22:04:47,2020-04-30 01:00:00,,LU,Luzern,03,47.067763,8.1102,694,694,0,31,8,170.73,4.182,,0,17,,,,,,,,,7,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,87.337921,57.167134
1422,2020-05-28 22:04:47,2020-05-01 01:00:00,,LU,Luzern,03,47.067763,8.1102,703,703,9,40,8,172.94,4.182,,0,17,,,,,,,,,9,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,72.083924,57.167134
1448,2020-05-28 22:04:47,2020-05-02 01:00:00,,LU,Luzern,03,47.067763,8.1102,704,704,0,40,8,173.19,4.182,,0,17,,,,,,,,,1,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,79.583824,57.167134
1472,2020-05-28 22:04:47,2020-05-03 01:00:00,,LU,Luzern,03,47.067763,8.1102,705,705,0,40,7,173.43,4.428,,0,18,,,,,,,,,1,1,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,85.517707,60.633871
1497,2020-05-28 22:04:47,2020-05-04 01:00:00,,LU,Luzern,03,47.067763,8.1102,705,705,-6,34,6,173.43,4.428,,0,18,,,,,,,,,0,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,134.000985,60.633871
1524,2020-05-28 22:04:47,2020-05-05 01:00:00,,LU,Luzern,03,47.067763,8.1102,706,706,3,37,6,173.68,4.428,,0,18,,,,,,,,,1,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,202.162977,60.633871
1551,2020-05-28 22:04:47,2020-05-06 01:00:00,,LU,Luzern,03,47.067763,8.1102,709,709,-5,32,6,174.42,4.428,,0,18,,,,,,,,,3,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,407.799137,60.633871
1577,2020-05-28 22:04:47,2020-05-07 01:00:00,,LU,Luzern,03,47.067763,8.1102,710,710,-1,31,6,174.66,4.674,,0,19,,,,,,,,,1,1,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,408.376763,31.159507
1603,2020-05-28 22:04:47,2020-05-08 01:00:00,,LU,Luzern,03,47.067763,8.1102,713,713,-3,28,6,175.4,4.674,,0,19,,,,,,,,,3,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,307.147586,64.1005
1629,2020-05-28 22:04:47,2020-05-09 01:00:00,,LU,Luzern,03,47.067763,8.1102,713,713,0,28,6,175.4,4.674,,0,19,,,,,,,,,0,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,307.147586,64.1005
1651,2020-05-28 22:04:47,2020-05-10 01:00:00,,LU,Luzern,03,47.067763,8.1102,713,713,0,28,6,175.4,4.674,,0,19,,,,,,,,,0,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,351.27424,64.1005
1674,2020-05-28 22:04:47,2020-05-11 01:00:00,,LU,Luzern,03,47.067763,8.1102,713,713,0,29,5,175.4,4.674,,0,19,,,,,,,,,0,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,616.032932,64.1005
1701,2020-05-28 22:04:47,2020-05-12 01:00:00,,LU,Luzern,03,47.067763,8.1102,715,715,3,32,5,175.89,4.674,,0,19,,,,,,,,,2,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,493.865339,
1726,2020-05-28 22:04:47,2020-05-13 01:00:00,,LU,Luzern,03,47.067763,8.1102,715,715,-3,29,4,175.89,4.674,,0,19,,,,,,,,,0,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,1237.266908,
1752,2020-05-28 22:04:47,2020-05-14 01:00:00,,LU,Luzern,03,47.067763,8.1102,715,715,0,29,4,175.89,4.674,,0,19,,,,,,,,,0,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,1237.266908,
1778,2020-05-28 22:04:47,2020-05-15 01:00:00,,LU,Luzern,03,47.067763,8.1102,715,715,-2,27,4,175.89,4.92,,0,20,,,,,,,,,0,1,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,1237.266908,67.567037
1801,2020-05-28 22:04:47,2020-05-16 01:00:00,,LU,Luzern,03,47.067763,8.1102,719,719,0,27,4,176.88,4.92,,0,20,,,,,,,,,4,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,413.575398,67.567037
1821,2020-05-28 22:04:47,2020-05-17 01:00:00,,LU,Luzern,03,47.067763,8.1102,723,723,0,27,4,177.86,4.92,,0,20,,,,,,,,,4,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,311.479801,67.567037
1844,2020-05-28 22:04:47,2020-05-18 01:00:00,,LU,Luzern,03,47.067763,8.1102,726,726,0,26,4,178.6,4.92,,0,20,,,,,,,,,3,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,227.001292,67.567037
1869,2020-05-28 22:04:47,2020-05-19 01:00:00,,LU,Luzern,03,47.067763,8.1102,727,727,-3,23,4,178.84,4.92,,0,20,,,,,,,,,1,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,208.228159,67.567037
1896,2020-05-28 22:04:47,2020-05-20 01:00:00,,LU,Luzern,03,47.067763,8.1102,732,732,-4,19,3,180.07,4.92,,0,20,,,,,,,,,5,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,147.490856,
1944,2020-05-28 22:04:47,2020-05-22 01:00:00,,LU,Luzern,03,47.067763,8.1102,733,733,0,19,3,180.32,4.92,,0,20,,,,,,,,,1,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,179.717592,
1964,2020-05-28 22:04:47,2020-05-23 01:00:00,,LU,Luzern,03,47.067763,8.1102,733,733,0,19,3,180.32,4.92,,0,20,,,,,,,,,0,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,252.301606,
1984,2020-05-28 22:04:47,2020-05-24 01:00:00,,LU,Luzern,03,47.067763,8.1102,733,733,0,19,3,180.32,4.92,,0,20,,,,,,,,,0,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,361.17642,
2007,2020-05-28 22:04:47,2020-05-25 01:00:00,,LU,Luzern,03,47.067763,8.1102,733,733,0,25,4,180.32,4.92,,0,20,,,,,,,,,0,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,421.662161,
2031,2020-05-28 22:04:47,2020-05-26 01:00:00,,LU,Luzern,03,47.067763,8.1102,734,734,0,25,4,180.57,4.92,,0,20,,,,,,,,,1,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,1270.19142,
2057,2020-05-28 22:04:47,2020-05-27 01:00:00,,LU,Luzern,03,47.067763,8.1102,735,735,1,26,4,180.81,4.92,,0,20,,,,,,,,,1,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,1271.924289,
